B.Code,Project,accepted,B.DOI
JO0028,ACDC,TRUE,10.3390/agronomy12071534
JO0029,ACDC,TRUE,10.3390/su15010683
JO0030,ACDC,TRUE,10.1007/s10705-019-10005-4
JO0031,ACDC,FALSE,""
JO0032,ACDC,TRUE,10.1080/01904167.2019.1702207
JO0033,ACDC,TRUE,10.1016/j.spc.2023.01.010
JO0034,ACDC,TRUE,10.1017/S001447972200014X
JO0035,ACDC,TRUE,10.1017/S002185961900073X
JO0036,ACDC,FALSE,""
JO0037,ACDC,TRUE,10.1017/S0014479713000434
JO0038,ACDC,TRUE,10.1016/j.agee.2022.108207
JO0039,ACDC,TRUE,10.1007/s10457-020-00485-7
JO0040,ACDC,TRUE,10.1080/01904167.2022.2027984
JO0041,ACDC,TRUE,10.1007/s10705-012-9528-7
JO0042,ACDC,TRUE,10.1016/j.fcr.2020.108052
JO0043,ACDC,TRUE,10.1080/1343943X.2016.1240013
JO0044,ACDC,TRUE,10.1080/01448765.2012.681348
JO0045,ACDC,FALSE,""
JO0046,ACDC,FALSE,""
JO0047,ACDC,TRUE,10.1016/j.fcr.2006.09.005
JO0048,ACDC,TRUE,10.1016/j.agwat.2020.106647
JO0049,ACDC,TRUE,10.1038/s41598-021-82784-2
JO0050,ACDC,TRUE,10.1016/j.fcr.2019.04.018
JO0051,ACDC,TRUE,10.1007/s42729-021-00550-9
JO0052,ACDC,TRUE,10.3389/fpls.2020.574592
JO0053,ACDC,TRUE,10.3390/agronomy12030722
JO0054,ACDC,FALSE,""
JO0055,ACDC,TRUE,10.1017/S0014479709990457
JO0056,ACDC,FALSE,""
JO0057,ACDC,FALSE,""
JO0058,ACDC,FALSE,""
JO0059,ACDC,TRUE,10.1080/01904160601171140
JO0060,ACDC,TRUE,""
JO0061,ACDC,TRUE,10.1016/j.fcr.2011.07.004
JO0062,ACDC,TRUE,""
JO0063,ACDC,TRUE,10.1590/S0100-06832011000300017
JO0064,ACDC,TRUE,10.1017/S0014479720000411
JO0065,ACDC,TRUE,10.1016/j.heliyon.2023.e14497
JO0066,ACDC,TRUE,10.2135/cropsci2018.09.0564
JO0067,ACDC,TRUE,10.1016/j.scienta.2018.03.024
JO0068,ACDC,TRUE,""
JO0069,ACDC,TRUE,10.1007/s10533-007-9120-4
JO0070,ACDC,TRUE,10.1111/btp.12436
JO0071,ACDC,FALSE,""
JO0072,ACDC,TRUE,10.1016/j.foreco.2007.01.021
JO0073,ACDC,TRUE,10.4067/S0718-58392012000100008
JO0074,ACDC,TRUE,10.1016/j.still.2014.10.011
JO0075,ACDC,TRUE,10.1016/j.still.2005.02.013
JO0076,ACDC,TRUE,10.1080/15427528.2019.1604456
JO0077,ACDC,TRUE,10.2134/agronj2011.0182
JO0078,ACDC,TRUE,10.1080/01904167.2019.1685102
JO0079,ACDC,TRUE,10.1590/18069657rbcs20150235
JO0080,ACDC,TRUE,10.1007/s42729-020-00322-x
JO0081,ACDC,TRUE,10.1007/s11056-005-8680-1
JO0082,ACDC,TRUE,10.21273/HORTSCI.45.3.369
JO0083,ACDC,TRUE,10.2134/agronj2015.0236
JO0084,ACDC,TRUE,10.1016/j.still.2011.11.010
JO0085,ACDC,TRUE,""
JO0086,ACDC,TRUE,10.36783/18069657rbcs20220135
JO0087,ACDC,TRUE,10.5039/agraria.v15i3a8100
JO0088,ACDC,TRUE,10.1002/jsfa.12011
JO0089,ACDC,TRUE,10.1155/2019/6167384
JO0090,ACDC,TRUE,10.3390/su11102891
JO0091,ACDC,TRUE,10.21608/ejss.2020.45922.1392
JO0092,ACDC,TRUE,10.1590/S0100-06832012000100019
JO0093,ACDC,TRUE,10.1007/s00374-005-0832-0
JO0094,ACDC,TRUE,10.1155/2020/8853552
JO0095,ACDC,TRUE,10.1007/s13199-017-0529-9
JO0096,ACDC,TRUE,10.3390/agronomy8120304
JO0097,ACDC,TRUE,10.21608/agro.2021.95157.1280
JO0098,ACDC,TRUE,10.3390/jof8050433
JO0099,ACDC,TRUE,10.1016/j.geoderma.2020.114207
JO0100,ACDC,TRUE,10.2134/agronj2003.0279
JO0101,ACDC,TRUE,10.1080/23311932.2021.1921951
JO0102,ACDC,TRUE,10.1155/2023/7123826
JO0103,ACDC,TRUE,10.1017/S1742170520000101
JO0104,ACDC,TRUE,10.1155/2022/8730191
JO0105,ACDC,TRUE,10.3390/su15054093
JO0106,ACDC,TRUE,10.3920/JIFF2019.0049
JO0107,ACDC,TRUE,10.5194/se-6-1087-2015
JO0108,ACDC,TRUE,10.1007/s11104-015-2468-7
JO0109,ACDC,TRUE,10.1016/j.eja.2020.126228
JO0110,ACDC,TRUE,10.3390/agronomy9100636
JO0111,ACDC,TRUE,10.1016/S1002-0160(21)60004-8
JO0112,ACDC,FALSE,""
JO0113,ACDC,FALSE,""
JO0114,EiA,TRUE,10.1017/S0014479722000114
JO0115,EiA,TRUE,10.1080/23311932.2022.2097606
JO0116,EiA,TRUE,10.1080/02571862.2022.2062623
JO0117,EiA,FALSE,""
JO0118,EiA,TRUE,10.1080/01448765.2021.1942207
JO0119,EiA,TRUE,10.5586/aa.1781
JO0120,EiA,TRUE,10.1016/j.agee.2018.11.020
JO0121,EiA,TRUE,10.18393/ejss.566537
JO0122,EiA,TRUE,10.5958/2229-4473.2018.00020.4
JO0123,EiA,TRUE,10.1080/23311932.2019.1600461
JO0124,EiA,TRUE,10.3390/su14010053
JO0125,EiA,TRUE,10.1007/s10457-021-00612-y
JO0126,EiA,TRUE,10.18805/IJARe.A-285
JO0127,EiA,TRUE,10.1007/s10457-022-00788-x
JO0128,EiA,TRUE,10.1080/02571862.2018.1548659
JO0129,EiA,TRUE,10.1017/S001447971800039X
JO0130,EiA,TRUE,10.25518/2295-8010.253
JO0131,EiA,TRUE,10.31830/2348-7542.2019.134
JO0132,EiA,TRUE,10.1017/S0014479721000107
JO0133,EiA,TRUE,10.1002/agj2.20020
JO0134,EiA,TRUE,10.2134/agronj2018.12.0756
JO0135,EiA,TRUE,10.3390/w11030530
JO0136,EiA,TRUE,10.1007/s10457-020-00493-7
JO0137,EiA,TRUE,10.1038/s41598-018-27762-x
JO0138,EiA,TRUE,10.1155/2022/2108401
JO0139,EiA,TRUE,10.1017/S0014479720000368
JO0140,EiA,TRUE,10.2489/JSWC.75.2.209
JO0141,EiA,TRUE,10.1080/00103624.2019.1671445
JO0142,EiA,TRUE,10.1016/j.eja.2021.126448
JO0143,EiA,TRUE,10.1016/j.fcr.2021.108067
JO0144,EiA,TRUE,10.1016/j.aoas.2022.05.001
JO0145,EiA,TRUE,10.1080/01904167.2022.2092512
JO0146,EiA,TRUE,10.1371/journal.pone.0209260
JO0147,EiA,TRUE,10.1007/s13165-019-00258-2
JO0148,EiA,TRUE,10.1080/00103624.2019.1679162
JO0149,EiA,TRUE,10.1155/2022/4655590
JO0150,EiA,TRUE,10.3390/agronomy9100641
JO0151,EiA,TRUE,10.3390/agronomy11010124
JO0152,LTE,TRUE,10.1002/ldr.3816
JO0153,EiA,TRUE,10.12912/27197050/145962
JO0154,EiA,TRUE,10.1371/journal.pone.0201329
JO0155,EiA,FALSE,""
JO0156,EiA,TRUE,10.1016/j.cropro.2022.105930
JO0157,EiA,FALSE,""
JO0158,EiA,TRUE,10.1016/j.agsy.2017.10.003
JO0159,EiA,TRUE,10.1080/23311932.2020.1792668
JO0160,EiA,TRUE,10.1016/j.heliyon.2020.e05616
JO0161,EiA,TRUE,10.1371/journal.pone.0258227
JO0162,EiA,TRUE,10.18697/AJFAND.91.19380
JO0163,EiA,FALSE,""
JO0164,EiA,TRUE,10.17170/kobra-202003241097
JO0165,EiA,TRUE,10.1051/ocl/2022001
JO0166,EiA,TRUE,10.1080/1343943X.2020.1828947
JO0167,EiA,TRUE,10.1007/978-3-319-58792-9_14
JO0168,EiA,TRUE,10.18805/LR-463
JO0169,EiA,TRUE,10.1007/s10457-020-00589-0
JO0170,EiA,TRUE,10.3390/agriculture12122018
JO0171,EiA,FALSE,""
JO0172,EiA,TRUE,10.1016/j.sjbs.2022.02.032
JO0173,EiA,TRUE,10.4038/jas.v13i1.8296
JO0174,EiA,TRUE,10.3390/agronomy12040942
JO0175,EiA,TRUE,10.1080/23311932.2020.1762979
JO0176,EiA,TRUE,10.1155/2022/7874717
JO0177,EiA,TRUE,10.1007/s10457-017-0169-3
JO0178,EiA,TRUE,10.1186/s40066-021-00347-0
JO0179,LTE,TRUE,10.1016/j.fcr.2021.108357
JO0180,EiA,FALSE,""
JO0181,EiA,TRUE,10.1007/s10343-022-00736-w
JO0182,EiA,FALSE,""
JO0183,EiA,FALSE,""
JO0184,EiA,TRUE,10.3390/agronomy12123037
JO0185,EiA,TRUE,10.1017/S0014479717000230
JO0186,EiA,TRUE,10.1080/01904167.2021.1994593
JO0187,EiA,TRUE,10.1016/j.fcr.2021.108283
JO0188,EiA,TRUE,10.1016/j.scitotenv.2020.139808
JO0189,EiA,TRUE,10.1017/S0014479716000181
JO0190,EiA,TRUE,10.3389/fpls.2022.973388
JO0191,LTE,TRUE,10.1080/00103624.2020.1784915
JO0192,LTE,TRUE,10.1016/j.heliyon.2021.e08567
JO0193,EiA,TRUE,10.1007/978-3-319-58789-9_16
JO0194,EiA,TRUE,10.1016/j.cropro.2021.105881
JO0195,EiA,TRUE,10.2134/agronj2018.01.0019
JO0196,EiA,TRUE,10.1016/j.apsoil.2019.04.015
JO0197,EiA,TRUE,10.3390/agronomy10050726
JO0198,EiA,TRUE,10.3389/fpls.2021.693037
JO0199,EiA,TRUE,10.1016/j.heliyon.2018.e00750
JO0200,EiA,TRUE,10.1007/s40899-018-0250-8
JO0201,EiA,TRUE,10.1155/2022/7373145
JO0202,EiA,TRUE,10.1155/2022/7393896
JO0203,EiA,TRUE,10.3390/su14042162
JO0204,EiA,TRUE,10.18697/ajfand.95.19040
JO0205,EiA,FALSE,""
JO0206,EiA,FALSE,""
JO0207,EiA,TRUE,10.14720/aas.2021.117.4.1887
JO0208,EiA,FALSE,""
JO0209,EiA,FALSE,""
JO0210,EiA,TRUE,10.1007/s12571-020-01059-2
JO0211,EiA,TRUE,10.1016/j.agsy.2019.05.003
JO0212,ACDC,TRUE,10.1590/1983-21252021v34n112rc
JO0213,ACDC,TRUE,10.1007/s11104-011-0728-8
JO0214,ACDC,TRUE,10.1590/S1415-43662014000600006
JO0215,ACDC,FALSE,""
JO0216,ACDC,TRUE,10.2134/agronj2007.0120
JO0217,EiA,TRUE,10.3390/agronomy12040792
JS0006.1,LTE,TRUE,10.1007/bf00129628
JS0006.2,LTE,TRUE,10.1023/a:;1005863818511
JS0025,LTE,TRUE,10.1080/00103621003646055
JS0035,LTE,TRUE,10.1016/j.still.2006.03.020
JS0039,LTE,TRUE,10.1079/SUM2005339
JS0040.1,LTE,TRUE,10.1079/sum2005287
JS0040.2,LTE,TRUE,10.1016/j.still.2004.03.002
JS0041,LTE,TRUE,10.1016/0167-1987(94)90014-0
JS0052,LTE,TRUE,10.1007/bf00705220
JS0054,LTE,TRUE,10.1007/s00374-010-0471-y
JS0070,LTE,TRUE,10.1017/s0014479700001101
JS0071,LTE,TRUE,10.1007/bf00705215
JS0072,LTE,TRUE,10.1017/s0014479797000215
JS0086,LTE,TRUE,10.1007/s10705-006-9081-3
JS0087,LTE,TRUE,10.1017/s0014479700025497
JS0102,LTE,TRUE,10.1007/s10705-010-9355-7
JS0104,LTE,TRUE,10.1007/s10705-010-9355-7
JS0117,LTE,FALSE,""
JS0145,LTE,FALSE,""
JS0173,LTE,FALSE,""
JS0199,LTE,TRUE,10.1016/0378-1127(94)90292-5
JS0201,LTE,FALSE,""
JS0204,LTE,TRUE,10.1007/s10457-009-9210-5
JS0216,LTE,TRUE,10.1080/15324980902817121
JS0218.1,LTE,TRUE,10.1017/s0014479700018822
JS0218.2,LTE,TRUE,10.1017/s0014479700018822
JS0234,LTE,TRUE,10.1007/bf00122885
JS0248,LTE,TRUE,10.1016/j.fcr.2011.12.009
JS0260,LTE,TRUE,10.1080/02571862.1998.10635130
JS0274.1,LTE,TRUE,10.1079/sum2005319
JS0274.2,LTE,TRUE,10.1016/j.still.2005.01.009
JS0278,LTE,TRUE,""
JS0279,LTE,TRUE,""
JS0283,LTE,TRUE,10.1080/00103629509369391
JS0307,LTE,TRUE,10.1007/s10705-016-9786-x
JS0319,LTE,TRUE,10.1016/j.agee.2017.03.007
JS0334.1,LTE,TRUE,10.2134/agronj2015.0375
JS0334.2,LTE,TRUE,10.1016/j.agee.2017.03.004
JS0369,LTE,TRUE,10.1016/j.jaridenv.2016.01.010
JS0389,LTE,TRUE,10.1016/0378-4290(94)90060-4
JS0411,LTE,TRUE,10.1016/j.indcrop.2012.07.053
JS0433,LTE,TRUE,10.1023/a:;1009757830508
LM0006,LTE,TRUE,10.1023/a:;1006351025490
LM0008,LTE,TRUE,10.1080/01448765.2008.9755066
LM0061,LTE,TRUE,10.1007/bf02139631
LM0074,LTE,TRUE,10.1016/0167-1987(86)90333-8
LM0075.1,LTE,TRUE,10.1007/bf00159066
LM0075.2,LTE,TRUE,10.1007/bf00123116
LM0075.3,LTE,TRUE,10.1300/J064v05n04_07
LM0078.1,LTE,TRUE,10.1016/s0167-1987(97)00006-8
LM0078.2,LTE,TRUE,10.1016/s0167-1987(97)00007-x
LM0081,LTE,TRUE,10.1016/0167-1987(82)90031-9
LM0082,LTE,TRUE,10.1016/0167-1987(86)90331-4
LM0097,LTE,TRUE,10.2134/agronj1981.00021962007300020026x
LM0108,LTE,TRUE,10.1002/(SICI)1099-145X(199805/06)9:3<259::AID-LDR290>3.0.CO;2-V
LM0119,LTE,TRUE,10.1016/s0167-1987(01)00227-6
LM0148,LTE,TRUE,10.21548/28-1-1461
LM0165,LTE,TRUE,10.1007/s10021-008-9154-z
LM0168,LTE,TRUE,10.1007/bf00115735
LM0171,LTE,TRUE,10.1007/bf00129615
LM0173,LTE,TRUE,10.1007/bf00712078
LM0176.3,LTE,FALSE,""
LM0186,LTE,TRUE,10.1016/s0038-0717(99)00088-7
LM0187,LTE,TRUE,10.1016/j.cropro.2008.01.005
LM0188,LTE,TRUE,10.1007/s11104-010-0587-8
LM0189,LTE,FALSE,""
LM0194,LTE,TRUE,10.1017/S0014479711000895
LM0213,LTE,TRUE,10.1016/s0378-1127(99)00096-1
LM0264,LTE,TRUE,10.1016/s0167-8809(99)00125-5
LM0265,LTE,TRUE,10.1017/s0014479797000203
LM0276,LTE,TRUE,10.1016/s0378-1127(99)00096-1
LM0278,LTE,TRUE,10.1016/s0378-4290(97)00067-1
LM0279,LTE,TRUE,10.1016/s0378-1127(99)00096-1
LM0318,LTE,TRUE,10.1080/21683565.2012.762439
LM0321,LTE,TRUE,10.1007/s11104-005-0194-2
LM0346,LTE,TRUE,10.1111/aje.12153
NM0001,ACDC,TRUE,10.3390/ agronomy13030655
NM0002,ACDC,TRUE,10.1016/j.heliyon.2022.e11587
NM0003,ACDC,TRUE,10.1515/opag-2021-0031
NM0004,ACDC,TRUE,10.1016/j.eja.2019.125964
NM0005,ACDC,TRUE,10.1016/j.heliyon.2021.e08657
NM0006,ACDC,TRUE,10.17957/IJAB/15.0000
NM0007,ACDC,FALSE,""
NM0008,ACDC,TRUE,10.1016/S1002-0160(14)60034-5
NM0009,ACDC,TRUE,10.1007/s10705-010-9382-4
NM0011,ACDC,FALSE,""
NM0012,ACDC,TRUE,10.1016/j.fcr.2010.08.012
NM0013,ACDC,TRUE,10.1016/j.fcr.2021.108225
NM0014,ACDC,TRUE,10.1007/s10457-021-00598-7
NM0015,ACDC,TRUE,10.1590/1983-40632022v5271219
NM0016,ACDC,FALSE,""
NM0017,ACDC,FALSE,""
NM0018,ACDC,TRUE,10.1016/j.agsy.2022.103407
NM0019,ACDC,TRUE,10.30878/ces.v27n3a8
NM0020,ACDC,TRUE,10.1590/1678-4499.20200165
NM0021,ACDC,FALSE,""
NM0022,ACDC,TRUE,10.1590/1983-21252021v34n112rc
NM0023,ACDC,TRUE,10.1016/j.landusepol.2021.105591
NM0024,ACDC,TRUE,10.1007/s11104-006-0029-9
NM0025,ACDC,FALSE,""
NM0026,ACDC,FALSE,""
NM0027,ACDC,FALSE,""
NM0028,ACDC,TRUE,""
NM0029,ACDC,FALSE,""
NM0030,ACDC,TRUE,10.1111/j.1439-0418.2006.01116.x
NM0031,ACDC,TRUE,10.25252/SE/19/51389
NM0032,ACDC,TRUE,10.1016/j.agwat.2019.105712
NM0033,ACDC,TRUE,10.1016/j.still.2005.05.003
NM0034,ACDC,TRUE,10.1590/S0102-053620180317
NM0035,ACDC,TRUE,10.1016/j.agee.2017.06.021
NM0036,ACDC,TRUE,10.1016/j.fcr.2018.10.018
NM0037,ACDC,TRUE,10.1590/1983-21252021v34n112rc
NM0038,ACDC,TRUE,""
NM0039,ACDC,TRUE,10.5897/AJB08.446
NM0040,ACDC,TRUE,10.1080/00103624.2023.2211107
NM0041,ACDC,TRUE,10.1080/03650340.2018.1505041
NM0042,ACDC,TRUE,10.1371/journal.pone.0228717
NM0043,ACDC,TRUE,10.1590/S0100-06832014000400016
NM0044,ACDC,FALSE,""
NM0045,ACDC,TRUE,10.1590/1678-992X-2017-0322
NM0046,ACDC,TRUE,10.1002/agj2.20238
NM0047,ACDC,TRUE,10.1590/1807-1929/agriambi.v24n9p590-595
NM0048,ACDC,TRUE,10.1590/0103-8478cr20200109
NM0049,ACDC,FALSE,""
NM0050,ACDC,FALSE,""
NM0051,ACDC,FALSE,""
NM0052,ACDC,TRUE,""
NM0053,ACDC,TRUE,10.17159/ sajs.2019/6410
NM0054,ACDC,FALSE,""
NM0055,ACDC,FALSE,""
NM0056,ACDC,TRUE,10.1590/1413-70542017416009017
NM0057,ACDC,TRUE,10.1111/j.1475-2743.2010.00310.x
NM0058,ACDC,FALSE,""
NM0059,ACDC,TRUE,10.1016/j.still.2005.06.006
NM0060,ACDC,TRUE,10.2134/agronj14.0121
NM0061,ACDC,TRUE,10.1080/09064710.2019.1617345
NM0062,ACDC,TRUE,10.1007/s40858-016-0105-5
NM0063,ACDC,TRUE,10.1590/S0102-05362010000300006
NM0064,ACDC,TRUE,10.4025/actasciagron.v33i3.6593
NM0065,ACDC,TRUE,""
NM0066,ACDC,TRUE,10.1590/0001-3765201820150841
NM0067,ACDC,TRUE,10.5935/1806-6690.20150055
NM0068,ACDC,TRUE,10.1590/S0100-06832013000100021
NM0069,ACDC,TRUE,10.5424/sjar/2010083-1269
NM0070,ACDC,TRUE,10.1155/2023/5996945
NM0071,ACDC,TRUE,10.1590/1983-21252021v34n225rc
NM0072,ACDC,TRUE,10.1590/1807-1929/agriambi.v25n4p235-242
NM0073,ACDC,TRUE,10.1016/j.still.2021.105267
NM0074,ACDC,TRUE,""
NM0075,ACDC,TRUE,10.5424/sjar/2020183-16255
NM0076,ACDC,TRUE,10.1017/S0021859621000940
NM0077,ACDC,TRUE,10.1016/j.geodrs.2019.e00225
NM0078,ACDC,TRUE,10.1155/2022/7397872
NM0079,ACDC,TRUE,10.2134/agronj2007.0121
NM0080,ACDC,TRUE,10.1016/j.fcr.2006.12.006
NM0080.1,ACDC,TRUE,10.1016/j.fcr.2006.12.006
NM0081,ACDC,TRUE,10.1016/j.heliyon.2021.e07881
NM0082,ACDC,FALSE,""
NM0083,EiA,TRUE,10.17138/TGFT(10)280-287
NM0084,EiA,TRUE,10.17660/ActaHortic.2019.1238.2
NM0085,EiA,TRUE,10.1155/2021/1765251
NM0086,EiA,TRUE,10.1155/2018/2351204
NM0087,EiA,TRUE,10.3390/agronomy11020271
NM0088,EiA,TRUE,10. 28991/HEF-2020-01-04-04
NM0089,EiA,TRUE,10.1007/s12892-019-0004-0
NM0090,EiA,TRUE,10.1007/s40093-017-0192-4
NM0091,EiA,TRUE,10.1155/2021/9978974
NM0092,EiA,TRUE,10.1016/j.resenv.2023.100116
NM0093,EiA,TRUE,10.1016/j.agee.2020.106878
NM0094,EiA,TRUE,10.1186/s40066-018-0245-6
NM0095,EiA,FALSE,""
NM0096,EiA,TRUE,10.1371/journal.pone.0278771
NM0097,EiA,FALSE,""
NM0098,EiA,TRUE,10.13189/ujar.2020.080204
NM0099,EiA,TRUE,10. 28991/HEF-2020-01-04-04
NM0100,EiA,TRUE,10.1002/agj2.20827
NM0101,EiA,TRUE,10.1016/j.agee.2021.107576
NM0102,EiA,FALSE,""
NM0103,EiA,TRUE,10.1080/01904167.2019.1702209
NM0104,EiA,TRUE,10.1007/s40899-022-00771-5
NM0105,EiA,TRUE,10.1016/j.fcr.2022.108709
NM0106,EiA,FALSE,""
NM0107,EiA,FALSE,""
NM0108,EiA,FALSE,""
NM0109,EiA,TRUE,10.1002/jeq2.20260
NM0110,EiA,TRUE,10.12911/22998993/116348
NM0111,EiA,TRUE,10.2298/JAS1902121A
NM0112,EiA,TRUE,10.1016/j.sciaf.2019.e00141
NM0113,EiA,TRUE,10.14720/aas.2019.114.1.6
NM0114,EiA,TRUE,10.1016/j.heliyon.2020.e05295
NM0115,EiA,TRUE,10.1038/s41598-020-60087-2
NM0116,EiA,TRUE,10.1016/j.fcr.2020.107845
NM0117,EiA,TRUE,10.1016/j.agsy.2022.103476
NM0118,EiA,FALSE,""
NM0119,EiA,TRUE,10.1007/s10343-022-00635-0
NM0120,EiA,TRUE,10.17660/ActaHortic.2018.1216.4
NM0121.1,EiA,TRUE,10.1007/978-3-319-58789-9_5
NM0121.2,EiA,TRUE,10.1007/978-3-319-58789-9_5
NM0122,EiA,TRUE,10.3934/agrfood.2019.3.518
NM0123,LTE,TRUE,10.1016/j.agee.2022.107992
NM0124,EiA,TRUE,10.3390/agronomy9070400
NM0125,EiA,TRUE,10.1007/s10343-023-00836-1
NM0126,EiA,TRUE,10.3389/fagro.2021.653044
NM0127,EiA,TRUE,10.1016/j.fcr.2018.09.001
NM0128,EiA,FALSE,""
NM0129,EiA,FALSE,""
NM0130,EiA,TRUE,10.3390/agronomy10081135
NM0131,EiA,TRUE,10.1016/j.cj.2019.08.001
NM0132,EiA,TRUE,10.26452/ijrps.v10i3.1359
NM0133,EiA,FALSE,""
NM0134,EiA,FALSE,""
NM0135,EiA,FALSE,""
NM0136,EiA,FALSE,""
NM0137,EiA,FALSE,""
NM0138,EiA,TRUE,10.1080/23311932.2020.1771114
NM0139,EiA,FALSE,""
NM0140,EiA,FALSE,""
NN0003,LTE,TRUE,10.1007/s00374-003-0718-y
NN0023,LTE,TRUE,10.1007/bf01050874
NN0026,LTE,TRUE,10.1017/s0021859699007650
NN0040,LTE,TRUE,10.2136/sssaj1992.03615995005600010027x
NN0041,LTE,TRUE,10.1023/a:;1004876032203
NN0049,LTE,TRUE,10.1017/s0014479705002899
NN0063,LTE,FALSE,""
NN0067,LTE,TRUE,10.1016/S0378-4290(02)00008-4
NN0070,LTE,TRUE,10.1007/s10705-010-9402-4
NN0090,LTE,TRUE,10.1080/01448765.2013.750077
NN0128.2,LTE,TRUE,10.1017/s001447970001824x
NN0132,LTE,TRUE,10.1016/0167-1987(86)90460-5
NN0148,LTE,TRUE,10.1016/j.still.2007.10.012
NN0159.2,LTE,TRUE,10.21548/32-1-1367
NN0159.3,LTE,TRUE,10.21548/32-1-1367
NN0162.2,LTE,TRUE,10.1046/j.1365-2389.2002.00472.x
NN0164,LTE,TRUE,10.1007/s00374-005-0830-2
NN0168,LTE,TRUE,10.1016/s0167-1987(01)00227-6
NN0184.1,LTE,TRUE,10.21548/28-2-1463
NN0184.2,LTE,TRUE,10.21548/28-1-1461
NN0184.3,LTE,TRUE,10.21548/28-2-1464
NN0187,LTE,TRUE,10.1016/j.apsoil.2007.12.012
NN0192,LTE,TRUE,""
NN0232,LTE,TRUE,10.2134/agronj2010.0493
NN0240,LTE,TRUE,""
NN0241,LTE,TRUE,10.1017/s0014479706003814
NN0247,LTE,TRUE,10.1007/s11104-007-9247-z
NN0248,LTE,TRUE,10.1007/bf00704831
NN0261,LTE,TRUE,10.1016/j.agee.2010.11.021
NN0278,LTE,TRUE,10.2134/agronj2000.9261081x
NN0296,LTE,TRUE,10.1007/s10705-008-9211-1
NN0310,LTE,TRUE,10.1007/bf00711210
NN0347,LTE,TRUE,10.1016/j.cropro.2012.10.018
NN0373,LTE,FALSE,""
NN0410,ACDC,TRUE,10.3390/agronomy9100606
NN0411,ACDC,TRUE,10.1016/j.fcr.2019.107628
NN0412,ACDC,TRUE,10.1007/s41101-021-00109-w
NN0413,ACDC,TRUE,10.1016/j.fcr.2019.107628
NN0414,ACDC,TRUE,10.1016/j.jafr.2021.100189
NN0415,ACDC,TRUE,10.1016/j.fcr.2021.108420
NN0416,ACDC,TRUE,10.1155/2018/9821825
NN0417,ACDC,TRUE,10.1016/j.still.2005.08.006
NN0418,ACDC,TRUE,10.1080/09064710.2020.1712470
NN0419,ACDC,TRUE,10.1016/j.jclepro.2019.01.278
NN0420,ACDC,TRUE,10.1002/agj2.20536
NN0421,ACDC,TRUE,10.3389/fsufs.2020.00094
NN0422,ACDC,TRUE,10.1016/j.cropro.2019.01.029
NN0423,ACDC,TRUE,10.3390/agronomy10010069
NN0424,ACDC,TRUE,10.1111/j.1461-9563.2007.00324.x
NN0425,ACDC,TRUE,10.1071/CP12344
NN0426,ACDC,TRUE,10.1111/j.1439-037X.2007.00265.x
NN0427,ACDC,TRUE,10.1016/j.fcr.2011.06.017
NN0428,ACDC,TRUE,10.1016/j.agee.2004.12.004
NN0429,ACDC,TRUE,10.1590/1678-4324-solo-2020190537
NN0430,ACDC,TRUE,""
NN0431,ACDC,TRUE,10.1002/agj2.20712
NN0432,ACDC,TRUE,10.1590/S0100-204X2017000100008
NN0433,ACDC,TRUE,10.1590/1807-1929/agriambi.v23n7p524-531
NN0434,ACDC,TRUE,10.3390/agronomy13051275
NN0435,ACDC,TRUE,10.1590/18069657rbcs20150003
NN0436,ACDC,TRUE,10.1007/s10705-008-9178-y
NN0437,ACDC,TRUE,10.1111/jac.12450
NN0438,ACDC,TRUE,10.1016/j.heliyon.2021.e08332
NN0439,ACDC,TRUE,10.1080/01904167.2019.1659347
NN0440,ACDC,TRUE,10.1016/j.jafr.2022.100434
NN0441,ACDC,TRUE,10.1016/j.fcr.2022.108550
NN0442,ACDC,TRUE,10.1016/j.fcr.2012.09.003
NN0443,ACDC,FALSE,""
NN0444,ACDC,TRUE,10.1080/00103624.2017.1311909
NN0445,ACDC,TRUE,10.3389/fsufs.2021.778144
NN0446,ACDC,TRUE,10.1155/2023/9102273
NN0447,ACDC,TRUE,10.1007/s11104-019-04271-y
NN0448,ACDC,TRUE,10.3390/agronomy11112097
NN0449,ACDC,TRUE,10.1007/s10457-020-00589-0
NN0450,ACDC,TRUE,10.1017/S0007485310000039
NN0451,ACDC,TRUE,10.1007/s10705-005-7128-5
NN0452,ACDC,TRUE,10.1016/j.still.2020.104639
NN0453,ACDC,TRUE,10.3390/agriculture11040285
NN0454,ACDC,TRUE,10.1080/03650340.2023.2175352
NN0455,ACDC,TRUE,10.1016/j.fcr.2019.02.015
NN0456,ACDC,TRUE,10.1016/j.apsoil.2019.07.016
NN0457,ACDC,TRUE,""
NN0458,ACDC,TRUE,10.1080/02571862.2018.1525772
NN0459,ACDC,TRUE,10.1016/j.jafr.2023.100551
NN0460,ACDC,TRUE,10.3390/agronomy12061411
NN0461,ACDC,TRUE,""
NN0462,ACDC,TRUE,10.1002/agj2.20259
NN0463,ACDC,TRUE,10.1016/j.eja.2022.126617
NN0464,ACDC,TRUE,10.1007/s10457-014-9712-7
NN0465,ACDC,TRUE,10.1080/03650340.2018.1469746
NN0466,ACDC,TRUE,10.30486/IJROWA.2021.1933189.1274
NN0467,ACDC,TRUE,10.3389/fsufs.2022.796878
NN0468,ACDC,TRUE,10.1017/S0014479718000273
