B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
JO0015.2,MZ_CP,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0018,Maize +Sunn hemp Rot/Maize+Jack bean Rot/Maize +Stylosanthes-80%+20% Rot/Maize+ Natural or Bare Fallow Rot/Maize +Pigeon Pea Rot ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0023,2000/2001,Rot.Seq,Time,A Time used does not match the Time tab.,FALSE,"",""
JO0023,Maize/sunnhemp/Maize/sunnhemp,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
JO0023,Sunn hemp - Maize /Natural -Maize ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0024,NK_CAR/NK_CTR/DO_CAR/DO_CTR,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0026,Maize-Rice/Rice-Maize- CowP- VelvetB/Rice-Maize-Ricebean/R-ST-M-ST,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0031,MFM/MFM-R/MFS/MFS-R/MWM/MWM-R/MWS/MWS-R,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0035,CM-CP/CM-DS/SCM-DS,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0038,CTR UZF/NTMR UZF/NTR UZF/CTR DTC/NTMR DTC/NTR DTC,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0039,Natural Fallow- Maize/CC- Maize/TV- Maize,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0050,GG-M_0N/GG-M_140N/PG-M_0N/PG-M_140N/RG-M_0N/RG-M_140N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0059,Int-CP__Int-O-1m/Int-CP__Int-O-2m/Int-CP__Int-O-3m/Int-CP__Int-O-1m/Int-CP__Int-O-2m/Int-CP__Int-O-3m,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
JO0059,mz-cp/citrus/mz-cp/citrus/mz-cp 1m/citrus/mz-cp 2m/citrus/mz-cp 3m,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0063,BO-SB-W/SB-BO+VCH-M-OSR-W,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0074,CT-O-M/CT-V-M/NT-O-M/NT-V-M/ON-NT-OM/180N-NT-OM/RES-V/M,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0075,WC-CTb-N0/WC-CTb-N2/WC-CTb-N3/WC-CT-N0/WC-CT-N2/WC-CT-N3/WC-NT-N0/WC-NT-N2/WC-NT-N3/WB-CT-N0/WB-CT-N2/WB-CT-N3/WB-NT-N0/WB-NT-N2/WB-NT-N3,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0086,W-SB,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0099,S-CP-CON/S-CP-FERT/S-CP-FERT+L-FYM/S-CP-FERT+NK/S-CP-FERT+NK+H-FYM/S-CP-FERT+RES,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0125,AC_TEF/AC_FODD,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0129,BW_CT/BW_PRB/BW_SPB,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0131,B_CL/MZ_C/MZ_B_CL,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0135,VEG-ROT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0139,BU_MZ_VB+TK_F,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0152,CT-ROT/CF-ROT/PRB-ROT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0189,S.S-MZ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0191,C-2y/N-2y/NP-2y/NPK-2y/O-2y/OM-2y/C-3y/N-3y/NP-3y/NPK-3y/O-3y/OM-3y/C/N/NP/NPK/O/OM,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0206,MZ-CL,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0212,00+00+00-M/00+90+00-M/30+60+00-M/30+00+60-M/60+00+30-M/00+60+30-M/45+45+00-M/00+45+45-M/45+00+45-M/00+00+00-INT/00+90+00-INT/30+60+00-INT/30+00+60-INT/60+00+30-INT/00+60+30-INT/45+45+00-INT/00+45+45-INT/45+00+45-INT/00+00+00-U/00+90+00-U/30+60+00-U/30+00+60-U/60+00+30-U/00+60+30-U/45+45+00-U/00+45+45-U/45+00+45-U,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0213,CT Keep/CT Remove/ZT Keep/ZT Keep1/2/ZT KeepM1/2W/ZT Remove,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0214,0K..75K..150K..225K/0K+R..75K+R..150K+R..225K+R,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JO0216,PP-R-CB-0/PP-R-CB-2100/PP-R-CB-CAR/PP-R-CB-RIO,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0006.1,0A_SM-SC-0NPK/0A_SM-SC+NPK/LL_SM-SC-0NPK/LL_SM-SC-NPK/CP_SM-SC-0NPK/CP_SM-SC-NPK,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0006.2,0A_SM-SC-0NPK/0A_SM-SC+NPK/LL_SM-SC-0NPK/LL_SM-SC-NPK/CP_SM-SC-0NPK/CP_SM-SC-NPK,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0035,CMS_combined/GSC_combined/SF_combined/GSC(c yield)/GCS(c yield)/SF/SF NPK-rot/SF NPK + CR-rot/SF NPK + D-rot/SF PK-rot/SF PK + CP-rot/SF PK + CR-rot/SF PK + ME-rot/GCS/GCS NPK-rot/GCS NPK + CR-rot/GCS NPK + D-rot/GCS PK-rot/GCS PK + CP-rot/GCS PK + CR-rot/GCS PK + ME-rot/GSC/GSC NPK-rot/GSC NPK + CR-rot/GSC NPK + D-rot/GSC PK-rot/GSC PK + CP-rot/GSC PK + CR-rot/GSC PK + ME-rot/CMS/CMS + NPK-rot/CMS + NPK + CR-rot/CMS + NPK + D-rot/CMS + PK-rot/CMS + PK + CP-rot/CMS + PK + CR-rot/CMS + PK + ME-rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0039,Con/M/M+U/S/S+U/U,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0040.2,control/100N/100N + 5manure/100N + 15manure/100 + lime/100N + 10P + 20Ca + 5Zn + 10Mn/100N + 25manure/100N + 30P + 20Ca + 5Zn + 10Mn/100N + 50P + 20Ca + 5Zn + 10Mn,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0054,Con/M/M+U/S/S+U/U,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0087,Control/N/P/NP/K/NK/Lime/N + Lime/Mulch/P + Mulch/K + Mulch,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0234,1_MB_0A/2_MB_0A/3_MB_0A/4_MB_0A/1_MB_A/2_MB_A/3_MB_A/4_MB_A/1_FA_MZ/2_FA_MZ/3_FA_MZ/4_FA_MZ/1_FA_MZ_Alley/2_FA_MZ_Alley/3_FA_MZ_Alley/4_FA_MZ_Alley,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0248,CT/DER+/TER+,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0274.1,BBF/GM/RF/RT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0274.2,BBF/GM/RF/RT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0283,GM,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0307,0N-0P+300R+300CM/15N-4P+300R+300CM/45N-13P+300R+300CM/0N-0P+300R+900CM/15N-4P+300R+900CM/45N-13P+300R+900CM/0N-0P+300R+2700CM/15N-4P+300R+2700CM/45N-13P+300R+2700CM/0N-0P+900R+300CM/15N-4P+900R+300CM/45N-13P+900R+300CM/0N-0P+900R+900CM/15N-4P+900R+900CM/45N-13P+900R+900CM/0N-0P+900R+2700CM/15N-4P+900R+2700CM/45N-13P+900R+2700CM/0N-0P+2700R+300CM/15N-4P+2700R+300CM/45N-13P+2700R+300CM/0N-0P+2700R+900CM/15N-4P+2700R+900CM/45N-13P+2700R+900CM/0N-0P+2700R+2700CM/15N-4P+2700R+2700CM/45N-13P+2700R+2700CM/0N/15N/45N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0319,NoS-0/NoS-0.5/NoS-1/NoS-1.5/S-0/S-0.5/S-1/S-1.5,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0369,M/M+S,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0389,0-CR+0P/0-CR+0P-90/0-CR+13P/0-CR+13P-90/2 t- I/2 t- I+P/2 t-M/2 t-M+P/6 t- I/6 t- I+P/6 t-M/6 t-M+P/Ash/Ash+P/CR+0P/CR+13P/0-CR+0P/0-CR+0P-90/0-CR+13P/0-CR+13P-90/2 t- I/2 t- I+P/2 t-M/2 t-M+P/6 t- I/6 t- I+P/6 t-M/6 t-M+P/Ash/Ash+P/CR+0P/CR+13P,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
JS0389,CR+CR/CR 0CR/CR+CR+P/CR 0CR+P/0-CR+0P-90/Ash/2 t-M/2 t- I/6 t-M/6 t- I/0-CR+13P-90/Ash+P/2 t-M+P/2 t- I+P/6 t-M+P/6 t- I+P,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
JS0433,82-M-F1-A>>F__D-INT-4/82-M-F1-A>>F__G-INT4/82-M-F1-A>>F__L-INT-4/82-M-F2-A>>F__D-INT-4/82-M-F2-A>>F__G-INT4/82-M-F2-A>>F__L-INT-4/A-INT-2..A-INT-4__CP-INT/A-INT-4__CP-INT/A-INT-4__T-82-M-F1-A>>F-5/A-INT-4__T-82-M-F2-A>>F-5/A-INT-4__Till-CP-INT/CP-INT__D-INT-2..D-INT-4/CP-INT__D-INT-4/CP-INT__G-INT-2..G-INT4/CP-INT__G-INT4/CP-INT__L-INT-2..L-INT-4/CP-INT__L-INT-4/D-INT-4__T-82-M-F1-A>>F-5/D-INT-4__T-82-M-F2-A>>F-5/D-INT-4__Till-CP-INT/G-INT4__T-82-M-F1-A>>F-5/G-INT4__T-82-M-F2-A>>F-5/G-INT4__Till-CP-INT/L-INT-4__T-82-M-F1-A>>F-5/L-INT-4__T-82-M-F2-A>>F-5/L-INT-4__Till-CP-INT/82-M-F1-A>>F__D-INT-4/82-M-F1-A>>F__G-INT4/82-M-F1-A>>F__L-INT-4/82-M-F2-A>>F__D-INT-4/82-M-F2-A>>F__G-INT4/82-M-F2-A>>F__L-INT-4/A-INT-2..A-INT-4__CP-INT/A-INT-4__CP-INT/A-INT-4__T-82-M-F1-A>>F-5/A-INT-4__T-82-M-F2-A>>F-5/A-INT-4__Till-CP-INT/CP-INT__D-INT-2..D-INT-4/CP-INT__D-INT-4/CP-INT__G-INT-2..G-INT4/CP-INT__G-INT4/CP-INT__L-INT-2..L-INT-4/CP-INT__L-INT-4/D-INT-4__T-82-M-F1-A>>F-5/D-INT-4__T-82-M-F2-A>>F-5/D-INT-4__Till-CP-INT/G-INT4__T-82-M-F1-A>>F-5/G-INT4__T-82-M-F2-A>>F-5/G-INT4__Till-CP-INT/L-INT-4__T-82-M-F1-A>>F-5/L-INT-4__T-82-M-F2-A>>F-5/L-INT-4__Till-CP-INT,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
JS0433,F1-M-CP-A/F2-M-CP-A/F1-M-CP-D/F2-M-CP-D/F1-M-CP-G/F2-M-CP-G/F1-M-CP-L/F2-M-CP-L/82-M-F1-CON/82-M-F2-CON/F1-M-CP-A-83/F2-M-CP-A-83/F1-M-CP-D-83/F2-M-CP-D-83/F1-M-CP-G-83/F2-M-CP-G-83/F1-M-CP-L-83/F2-M-CP-L-83/F1-M-CP-A-85/F1-M-CP-D-85/F1-M-CP-G-85/F1-M-CP-L-85/F2-M-CP-A-85/F2-M-CP-D-85/F2-M-CP-G-85/F2-M-CP-L-85/82-M-F1-CON>>F-5/82-M-F2-CON>>F-5/F1-M-CP-A-T/F1-M-CP-D-T/F1-M-CP-G-T/F1-M-CP-L-T/F2-M-CP-A-T/F2-M-CP-D-T/F2-M-CP-G-T/F2-M-CP-L-T/T-82-M-F1-CON>>F-5/T-82-M-F2-CON>>F-5,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0008,M-NF/M-VB/NF Burned/NF mulched/Mucuna Burned/Mucuna mulched,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0061,No Tillage 0N No Prunings/No Tillage 0N + Prunings/No Tillage 40N + Prunings/No Tillage 80N + Prunings/Tillage 0N No Prunings/Tillage 0N + Prunings/Tillage 40N + Prunings/Tillage 80N + Prunings,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0075.1,Tillage + maize / cowpea + 120N + 26P + 30K/No-tillage + maize / cowpea + 120N + 26P + 30K/Gliricidia at 2M + maize/cowpea + 120N + 26P + 30K/Gliricidia at 4M + maize/cowpea + 120N + 26P + 30K/Leucaena at 2M + maize / cowpea + 120N + 26P + 30K/Leucaena at 4M + maize / cowpea + 120N + 26P + 30K,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0075.2,Tillage + maize / cowpea + 120N + 26P + 30K/No-tillage + maize / cowpea + 120N + 26P + 30K/Gliricidia at 2M + maize/cowpea + 120N + 26P + 30K/Gliricidia at 4M + maize/cowpea + 120N + 26P + 30K/Leucaena at 2M + maize / cowpea + 120N + 26P + 30K/Leucaena at 4M + maize / cowpea + 120N + 26P + 30K,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0082,NT+RES/NT-RES/CT+RES/CT-RES/2-NT+RES/2-NT-RES/2-CT+RES/2-CT-RES/Agg NT+RES/Agg NT-RES/Agg CT+RES/Agg CT-RES,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0097,SG-GN/SG-CN/GN-CN/SG-SG/CN-CN/GN-GN,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0108,DS cowpea-No-tillage + residue removed + no fertilizer/DS cowpea-No-tillage + residue returned + no fertilizer/DS cowpea-No-tillage + residue removed + fertilizer 120N + 26P + 30K/DS cowpea-No-tillage + residue returned + fertilizer 120N + 26P + 30K/DS cowpea-Tillage + residue removed + no fertilizer/DS cowpea-Tillage + residue returned + no fertilizer/DS cowpea-Tillage + residue removed + fertilizer 120N + 26P + 30K/DS cowpea-Tillage + residue returned + fertilizer 120N + 26P + 30K,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0168,M-B-2/M-B-4/M-B-8,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0171,M-B-2/M-B-4/M-B-8,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0186, F0 M0 S0/ F0 M0 S+/ F0 M+ S+/ F+ M0 S+/ F+ M0 S0/ F0 M+ S0/ F+ M+ S0/ F+ M+ S+,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0187,TN-PPT/SUB-PPT/BU-PPT/SIA-PPT/VG-PPT/KS-PPT/TN-INT/SUB-INT/BU-INT/SIA-INT/VG-INT/KS-INT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0194,CTMSr/CAMSr/CTMSr - N + P/CAMSr -N + P/CTMSr - N - P/CAMSr - N - P/CTMSr + N + P/CAMSr + N + P/CAMSr+CR/CAMSr-CR/CTMSr+CR/CTMSr-CR,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0213,CTd/Cg,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0264,3A/B/2A/B,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0265,0FYM CONTROL/FYM/FYM+50N/FYM+50P/FYM+NP,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0276,CTd/Cg,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0278,Sole Crop/HI GM/HI Ox manure/Sole Crop + Fert,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0279,CTd/Cg,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
LM0321,Le+NPK/Le-NPK/NT+NPK/NT-NPK/Se+NPK/Se-NPK/Leucaena/Senna/Control,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0006,MWM NT/MWM CT/MWS NT/MWS CT/MFM/MFS/MWM/MWS,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0009,W-M/CT/B/W-P/CT/I/W-M/CT/I/M-P/CT/Bi/W-M/NT/S,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0012,"Rot,CT, K/Rot,CT, R/Rot,ZT, K/Rot,ZT, R",Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0013,GN-MZ G&K/PP-MZ/GNPP-MZ (G&K)/GN-MZ LT/GNPP-MZ (LT)/GN-MZ (LGK)/GNPP-MZ (LGK),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0014,T1/T2/T3/T4/T5,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0015,CTS/CTM/CTGh/NTSM/NTSMGh/NTSGh,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0016,I/II/III/IV/V/VI/VII/VIII,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0017,Maize-Fallow/Cowpea IT 96D-724-maize/Cowpea SAMPEA-7 -Maize/Soybean SAMSOY-2-Maize/Soybean TGx 1448-2E-Maize,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0020,Vetch/Fodder raddish/Fallow/Black Oats/Canola/Mix/White Oats/Ryegrass/Red clover,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0022,Maize/Maize-int,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0023,Soy/Bra/Monoculture/Soy/Maize/C.Rotation,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0029,I/II/III/IV/V,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0033,AsCT/AsZT/VsCT/VsZT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0037,00+00+00 M/00+90+00 M/30+60+00 M/60+30+00 M/30+00+60 M/60+00+30 M/00+60+30 M/45+45+00 M/00+45+45 M/45+00+45 M/00+00+00 int/00+90+00 int/30+60+00 int/60+30+00 int/30+00+60 int/60+00+30 int/00+60+30 int/45+45+00 int/00+45+45 int/45+00+45 int/00+00+00 U/00+90+00 U/30+60+00 U/60+30+00 U/30+00+60 U/60+00+30 U/00+60+30 U/45+45+00 U/00+45+45 U/45+00+45 U,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0041,0L/3NS/6NS/9NS/12NS/3S/6S/9S/12S,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0042,CONV/CF-BC/CF-NORM/CF-NO-RES,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0045,O/M 180 CT/O/M 180 NT/O/M CT/O/M NT/OV/MC 180 CT/OV/MC 180 NT/OV/MC CT/OV/MC NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0046,2015/2016,Rot.Seq,Time,A Time used does not match the Time tab.,FALSE,"",""
NM0046,CONT/MF 100/MF 150/OM 100/OM 150/PL 100,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0047,GM1 N0 I0 /GM1 N0 I1 /GM1 N1 I0 /GM1 N1 I1 ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0052,3M/3ML/6M/6ML/B/BL,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0057,Inc Lime/No Liming/S-A Lime A/S-A Lime B,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0059,Inc Lime/No Lime/S-A Lime A/S-A Lime B,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0061,0/30/60/90,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0062,Conventional tillage/Minimum tillage/No tillage,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0064,20 Mg/ha/30 Mg/ha/Chemical F/Control/Org + chem/Organic F,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0068,Corn/Marandu + corn/Pigeonea + Corn/Ruzi/Ruzi + Corn/Sorghum/Sunn + Corn/Tanzania + Corn,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0072,MZ-Quartzo_0/MZ-Quartzo_120/MZ-Quartzo_180/MZ-Quartzo_60/MZ-TBIO Sintonia_0/MZ-TBIO Sintonia_120/MZ-TBIO Sintonia_180/MZ-TBIO Sintonia_60/MZ-TBIO Sinuelo_0/MZ-TBIO Sinuelo_120/MZ-TBIO Sinuelo_180/MZ-TBIO Sinuelo_60/MZ-TEC _0/MZ-TEC _120/MZ-TEC _60/MZ-TEC_180/MZ-TEC Vigore_0/MZ-TEC Vigore_120/MZ-TEC Vigore_180/MZ-TEC Vigore_60/SB-Quartzo_0/SB-Quartzo_120/SB-Quartzo_180/SB-Quartzo_60/SB-TBIO Sintonia_0/SB-TBIO Sintonia_120/SB-TBIO Sintonia_180/SB-TBIO Sintonia_60/SB-TEC _0/SB-TEC _120/SB-TEC _60/SB-TEC_180/SB-TEC Vigore_0/SB-TEC Vigore_120/SB-TEC Vigore_180/SB-TEC Vigore_60/SB-TBIO Sinuelo_0/SB-TBIO Sinuelo_120/SB-TBIO Sinuelo_180/SB-TBIO Sinuelo_60,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0074,BP/CP/LL/MC/SH/CON(+N)/CON(-N),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0075,Black oats/Canola/Fallow/Fodder Raddish/Intercropping/Red clover/Ryegrass/Vetch/White oats,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0076,Rice/Rice + C.breviflora/Rice + C.spectabilis/Rice + calopo/Rice + D Pigeonpea/Rice + forage peanut/Rice + jack bean/Rice + stylo,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0087,Tap Control/Tap Biochar/Tap NAP/Tap NAP/Biochar/WW Control/WW Biochar/WW NAP/WW NAP/Biochar,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0093,T0_OMS2rot/T1_OMS2rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0101,RG/RSC/RVC,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0123,M-C_(CR0)_(N0)/M-C_(CR0)_(N1)/M-C_(CR1)_(N0)/M-C_(CR1)_(N1)/M/C-C_(CR0)_(N0)/M/C-C_(CR0)_(N1)/M/C-C_(CR1)_(N0)/M/C-C_(CR1)_(N1),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0127,CA/CP,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NM0128,Basin,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0003,Dolichos/Millet/Millet/Cowpea/Sesbania/Millet/Dolichos/Sorghum/Sorghum/Cowpea/Sesbania/Sorghum,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0026,M_F_0N/M_F_15N/M_F_30N/M_F_45N/M_CP_0N/M_CP_15N/M_CP_30N/M_CP_45N/M_GN_0N/M_GN_15N/M_GN_30N/M_GN_45N/F-M/C-M/G-M,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0069,TT-M-C/AT-R0-M-C/AT-R-1-2-M-C/HC-R0-M-C/HC-R-1-2-M-C/AT-SOL-M-C-1-2/HC-SOL-M-C-1-2,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0128.2,1_CT_M/1_CT_0M/2_NT_M/2_NT_0M,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0132,ZT/MECH/MAN,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0148,Conventional + Res/No-till + Res,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0159.2,T9 /T10,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0159.3,T9 /T10,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0187,CT-M-SB/DS-M-SB+r/DS-CB-SB-INT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0192,1_SS_0/2_SS_5/3_SS_10/W_F_MED_W,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0248,1_P/2_C/3_H/4_C,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0296,CT/MT/NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0310,Alnus acuminata/Casuarina equisetifolia/Control/Cupressus lusitanica/Entada abyssinica/Maesopsis eminii (K)/Maesopsis eminii (W)/Markhamia lutea/Melia azedarach,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0410,lab lab covercrop-maize low fertilizer/lab lab covercrop-maize high fertilizer,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0413,Irrigated 0t/ha /Irrigated 15t/ha /Irrigated 30t/ha /Non irrigated 0t/ha /Non irrigated 15t/ha /Non irrigated 30t/ha ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0414,2015.1/2015.2/2016.1/2016.2/2017.1/2017.2,Rot.Seq,Time,A Time used does not match the Time tab.,FALSE,"",""
NN0414,Fallow/Maize/Oat/Fallow/Maize/Oat,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
NN0414,fallow,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
NN0417,maize after tephrosia till/maize after tephrosia mulch/maize after crotalaria till/maize after natural fallow till/maize after crotalaria mulch/maize after natural fallow mulch,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
