B.Code;value;table;field;issue;issue_addressed;addressed_by_whom;notes
JO1065;Barley Straw||Chopping||Fermentation||Treated with effective microorganism (EM);Animal.Diet.Comp (Nutrition);D.Item (multiple items shown by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1065;Barley Straw||Chopping||Fermentation||Treated with effective microorganism (EM);Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1075;Unspecified;Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);FALSE;;
JO1082;CFM1 --- CFM2 --- CFM3 --- CFM4;Animal.Diet.Comp (Nutrition);D.Item (multiple items shown by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);FALSE;;Diet Group
JO1082;CFM1 --- CFM2 --- CFM3 --- CFM4;Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);FALSE;;Diet Group
JO1087;Cassava Peel||Urea Treated --- Unspecified;Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1090; Chopping ---  Ensilation --- Maize Whole;Animal.Diet.Digest (Digestibility);D.Item (multiple items shown by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1090; Chopping ---  Ensilation --- Maize Whole;Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1090;Bambusa balcooa  ||Chopping --- Bambusa bambos  ||Chopping --- Bambusa tulda  ||Chopping --- Bambusa vulgaris  ||Chopping --- Dendrocalamus asper  ||Chopping --- Dendrocalamus giganteus  ||Chopping --- Dendrocalamus strictus  ||Chopping --- Gigantochloa pseudoarundinacea  ||Chopping --- Phyllostachys aurea  ||Chopping;Animal.Diet.Comp (Nutrition);D.Item (multiple items shown by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1098;Soybean Cake;Animal.Diet.Comp (Nutrition);D.Item (multiple items shown by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
JO1098;Soybean Cake;Data.Out (EnterData);ED.Intake.Item (multiple items split by ---);No match to Ingredients tab D.Item x Processes (D.ItemxProcess);TRUE;;
