value,B.Code,table,field,table_alt,field_alt,master_tab,C.Type,issue_addressed,addressed_by_whom,notes
Mefenoxam,JO0134,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Mefenoxam,JO0196,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Mesotrione,NN0460,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Metalaxyl,JO0100,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Methylated rapeseed oil,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Methylated rapeseed oil,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Methylated rapeseed oil ,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Metolachlor ,NM0113,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Mixer,CJ0087,Chems.Out,C.Mechanization,Fert.Out,F.Mechanisation,lookup_levels,,FALSE,"",""
Multi-alpha plus 150 EC,CJ0030,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Mural Max,SP0035,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Mycorrhiza,DM0020,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Mycorrhiza fungi,JO0172,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
N,AC0053,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
N-(n-butyl) thiophosphoric triamide,NM0035,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
N-(n-butyl) thiophosphoric triamide,NM0035,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
N-(phosphono-methyl) glycine,HK0313,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
N-(phosphonomethyl) glycine,JO0038,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
N-(phosphonomethyl) glycine,JO0038,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
N-(phosphonomethyl) glycine,JO0038,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
NBPT,CJ0087,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
NC-B,HK0242,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
NC-B,HK0258.1,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
NC-B,HK0258.2,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
NC-B,HK0258.3,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Nativo,AC0075,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Neem oil,NM0067,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Neem oil,NN0440,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Nettle estract,NM0067,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Nicosulfuron,NM0015,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Nitrapyrin,NM0035,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Nitrapyrin,NM0035,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Nobel 25 WP,NN0492,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Nodumax,NN0467,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Nodumax,SP0046,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
NodumaxÒ,CJ0040,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Nuvacron,NM0039,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Octanoic acid ester of bromoxynil,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Onion extract,NM0067,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Opera,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Opera,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Organochlorine,CJ0077,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Orizoplus,CJ0168,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Paraquat,CJ0155,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Paraquat,CJ0155,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Pencycuron,NM0062,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pendimethalin,JO0132,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Pendimethalin,JO0132,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Phosphate Solubilizing Bacteria,JO0091,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
Phosphate Solubilizing Bacteria,JO0091,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
Pinoxaden,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Pinoxaden,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Pinoxaden,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Pinoxaden,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Piraclostrobin,JO0087,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Potassium Silicate,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biofungicide,FALSE,"",""
Primagram,NN0132,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Primagram,NN0132,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Primagram Gold 660 SC,JO0002,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Proclaim 5SG,SP0001,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Propamocarb,NM0100,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Propiconazole,CJ0155,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pseudomonas fluorescens,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pseudomonas fluorescens,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Pyraclostrobin,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pyraclostrobin,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pyraclostrobin,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pyraclostrobin,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pyraclostrobin,SP0017,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Pyraclostrobin,SP0037,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Radopholus similis,NN0278,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Radopholus similis,NN0278,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
RhizoFlo 5,AC0075,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
Rhizobium,CJ0175,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarium,CJ0026,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarium,CJ0042,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarium,JO0031,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarum,CJ0076,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarum,CJ0111,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarum,JO0205,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarum biovar phaseoli R.l.bv. strain GT-9,JO0095,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium leguminosarum biovar phaseoli strain HB-429,JO0095,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium spp,NM0006,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium spp,NN0479,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium strain (BR 3267),JO0070,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0020,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici,SP0017,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium tropici CIAT 899,JO0079,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizobium uspescified,HK0313,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizophagus Iregularis,JO0198,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Rhizophagus clarus,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
Ridomil Gold MZ 68WG,NN0500,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
RidomilGold MZ 68 WG,JO0156,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
RidomilGold MZ 68 WG,JO0156,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
RidomilGold MZ 68 WG,JO0156,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
RidomilGold MZ 68 WG,JO0156,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Rimon 100 EC,AC0026,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Rimon 100 EC,AC0026,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Rizolex-T50,JO0172,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Rocket,CJ0129,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Rogor,JO0042,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
S-Metolachlor,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
SEMIA 403,JO0016.1,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
SEMIA 403,JO0016.2,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
STANDAK® TOP,CJ0085,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Sachets,JS0411,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
Salicylic acid,NM0119,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Salicylic acid,NM0119,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Salicylic acid,NM0119,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Salicylic acid,NM0119,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Simazine,CJ0079,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Sphere Max,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Sphere Max,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Standak-Top,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Stomp 455 CS,CJ0166,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Sulfentrazone,NM0059,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Super  Lambda,CJ0138,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Super Lambda,JO0071,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Tebuconazole,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Tebuconazole,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Tebuconazole,JO0096,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Teflubenzuron,JO0087,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Telenomus remus,AC0053,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Tembotrione,SP0021,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Termex,NN0441,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Termex,NN0441,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Termex,NN0441,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Termex,NN0441,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Termex,NN0441,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Thiamethoxam,JO0134,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiophanate-methyl,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiophanate-methyl,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiophanate-methyl,JO0087,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiophanate-methyl,SP0017,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiophanate-methyl,SP0037,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Thiran,AC0145,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Thunder,AC0075,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Tiametoxam,JO0087,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Tilt,CJ0115,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Topic (15WP),SA0039,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Tractor,DM0026/AC0098/AC0138/JO0053/JO0074/AC0145/NN0553,Chems.Out,C.Mechanization,Fert.Out,F.Mechanisation,lookup_levels,,FALSE,"",""
Triazole,SP0022,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Trichogramma galloi,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Trichogramma galloi,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Trichogramma galloi,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Trichogramma galloi,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Trinexapaque-ethyl,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Unspecified,AC0102,Chem.Out,C.Name,,C.Name.2020,chem,Unspecified,FALSE,"",""
Unspecified,AC0113,Chem.Out,C.Name,,C.Name.2020,chem,Bioinsecticide,FALSE,"",""
Unspecified,AC0113,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
Unspecified,AC0131,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,JS0411,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
Unspecified,NN0428/AC0020/AC0026/JO0015.1/JO0015.2/JO0016.1/JO0016.2/JO0018/NN0425/NN0430/NN0432/NN0434/NN0435/AC0047.2/AC0050/NN0440/DM0028/JO0028/JO0031/JO0032/JO0035/JO0037/JO0038/NM0020/AC0064/JO0042/JO0050/NN0452/AC0090/AC0091/AC0114/AC0115/AC0118/AC0126/AC0127/AC0131/AC0132/AC0135/AC0141/JO0071/JO0075/JO0077/JO0079/JO0086/JO0087/JO0091/NN0458/NN0463/NN0467/NN0468/AC0145/AC0148/JO0095/JO0098/JO0107/JO0129/JO0132/JO0134/JO0138/JO0142/JO0144/JO0145/JO0150/JO0152/JO0156/JO0172/JO0173/JO0175/NN0479/SP0040/SP0043/AF0006/HK0106/HK0242/HK0255.2/HK0258.1/HK0258.2/HK0258.3/HK0313/JO0185/JO0188/JO0190/JO0196/JO0198/JO0203/JO0205/JS0006.1/JS0006.2/JS0274.1/JS0274.2/JS0307/JS0433/LM0074/LM0075.1/LM0075.2/LM0078.1/LM0078.2/LM0081/LM0082/LM0097/NN0128.2/NN0132/NN0278/NN0296/NN0485.1/NN0485.2/NN0492/NN0500/SA0032/SA0033/SA0040/SA0046/SA0047/SA0052/SA0055/JO0214/NN0069/NM0002/NM0004/SP0001/JO0012/NN0420,Chems.Out,C.Mechanization,Fert.Out,F.Mechanisation,lookup_levels,,FALSE,"",""
Unspecified,NN0484,Chem.Out,C.Name,,C.Name.2020,chem,Unspecified,FALSE,"",""
Unspecified rhizobia,AC0169,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
Vegetable oil adjuvant,SP0021,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
Vetox 85,LM0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Vezir® 240 SL,CJ0040,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Warrant power,AC0075,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Weedal 480 SL,SP0006,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Weedall,DM0014,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
Wood ash,NN0440,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
Yeast,JO0172,Chem.Out,C.Name,,C.Name.2020,chem,Biofertilizer,FALSE,"",""
abamectin,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
abamectin,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
abamectin,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
alpha-cypermethrin,NN0500,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
alphacypermethrin,CJ0030,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
amicarbazone,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
apron star,NM0002,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
arabic gum,CJ0038,Chem.Out,C.Name,,C.Name.2020,chem,Unspecified,FALSE,"",""
arabic gum,CJ0040,Chem.Out,C.Name,,C.Name.2020,chem,Unspecified,FALSE,"",""
arabic gum,CJ0042,Chem.Out,C.Name,,C.Name.2020,chem,Unspecified,FALSE,"",""
arbuscular mycorrhizal fungi,NM0048,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
arbuscular mycorrhizal fungi,NM0048,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
arbuscular mycorrhizal fungi,NM0048,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
azospirillum brasilense,CJ0079,Chems.AI,C.Name.AI,,C.Name.2020,chems,Inoculation - Seed,FALSE,"",""
azoxystobin,AC0098,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
azoxystobin,AC0098,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
azoxystobin,JO0053,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
azoxystobin,NN0460,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
benomyl,CJ0025,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
benomyl,CJ0025,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
bentazon,NM0068,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
beta cyfluthrin,LM0176.3/LM0189,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
bipyridinum dichloride,NM0002,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
bispyribac sodium,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
bradyrhizobium japonicum,NN0468,Chems.AI,C.Name.AI,,C.Name.2020,chems,Inoculation - Seed,FALSE,"",""
bradyrhizobium japonicum,SP0033,Chems.AI,C.Name.AI,,C.Name.2020,chems,Biofertilizer,FALSE,"",""
butachlor,SA0052,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
buty ester,CJ0078,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
carbendazim,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
carbendazim,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
carbendazim,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
carboxin,NN0435,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
carfentrazone,AC0163,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
carfentrazone,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
